fk_empresa;id_servidor;home_broker;timestamp;cpu_percent;cpu_freq_current;cpu_time_idle;ram_total_gb;ram_available_gb;ram_used_gb;ram_percent;swap_percent;swap_used_gb;swap_free_gb;disk_percent;disco_taxa_transferencia;latencia_resposta_ms;net_bytes_sent_gb;net_bytes_recv_gb;total_processos;processo_maior_consumo;metodo;endpoint;status_code;latencia_ms;jitter_ms;packet_loss_percent;upload_mbps;download_mbps
2;5;luiz;21-05-2026 16:45:01;1.6;2304.0;90.9;15.78;0.66;15.12;95.8;19.8;1.88;7.62;82.1;0.0;2.8;31.2;34.08;192;python.exe (PID: 14168) - 47.8%;GET;/api/trades;200;2400;2.0;0.0;0.0003;0.0059
2;5;luiz;21-05-2026 16:45:01;1.6;2304.0;90.9;15.78;0.66;15.12;95.8;19.8;1.88;7.62;82.1;0.0;2.8;31.2;34.08;192;python.exe (PID: 14168) - 47.8%;POST;/api/orders/sell;501;250;2.0;0.0;0.0003;0.0059
2;5;luiz;21-05-2026 16:45:01;1.6;2304.0;90.9;15.78;0.66;15.12;95.8;19.8;1.88;7.62;82.1;0.0;2.8;31.2;34.08;192;python.exe (PID: 14168) - 47.8%;POST;/api/auth/login;504;4000;2.0;0.0;0.0003;0.0059
2;5;luiz;21-05-2026 16:45:01;1.6;2304.0;90.9;15.78;0.66;15.12;95.8;19.8;1.88;7.62;82.1;0.0;2.8;31.2;34.08;192;python.exe (PID: 14168) - 47.8%;GET;/api/trades;200;2400;2.0;0.0;0.0003;0.0059
2;5;luiz;21-05-2026 16:45:01;1.6;2304.0;90.9;15.78;0.66;15.12;95.8;19.8;1.88;7.62;82.1;0.0;2.8;31.2;34.08;192;python.exe (PID: 14168) - 47.8%;GET;/api/trades/summary;504;3100;2.0;0.0;0.0003;0.0059
2;5;luiz;21-05-2026 16:45:01;1.6;2304.0;90.9;15.78;0.66;15.12;95.8;19.8;1.88;7.62;82.1;0.0;2.8;31.2;34.08;192;python.exe (PID: 14168) - 47.8%;POST;/api/risk/check;504;700;2.0;0.0;0.0003;0.0059
2;5;luiz;21-05-2026 16:45:01;1.6;2304.0;90.9;15.78;0.66;15.12;95.8;19.8;1.88;7.62;82.1;0.0;2.8;31.2;34.08;192;python.exe (PID: 14168) - 47.8%;GET;/api/portfolio;200;3400;2.0;0.0;0.0003;0.0059
2;5;luiz;21-05-2026 16:45:01;1.6;2304.0;90.9;15.78;0.66;15.12;95.8;19.8;1.88;7.62;82.1;0.0;2.8;31.2;34.08;192;python.exe (PID: 14168) - 47.8%;POST;/api/b3/orders;502;400;2.0;0.0;0.0003;0.0059
2;5;luiz;21-05-2026 16:45:01;1.6;2304.0;90.9;15.78;0.66;15.12;95.8;19.8;1.88;7.62;82.1;0.0;2.8;31.2;34.08;192;python.exe (PID: 14168) - 47.8%;POST;/api/auth/logout;503;600;2.0;0.0;0.0003;0.0059
2;5;luiz;21-05-2026 16:45:01;1.6;2304.0;90.9;15.78;0.66;15.12;95.8;19.8;1.88;7.62;82.1;0.0;2.8;31.2;34.08;192;python.exe (PID: 14168) - 47.8%;GET;/api/trades;200;2400;2.0;0.0;0.0003;0.0059
2;5;luiz;21-05-2026 16:45:14;4.0;2304.0;96.4;15.78;0.47;15.31;97.0;18.3;1.74;7.76;82.1;215.56;6.0;31.26;34.2;192;python.exe (PID: 14168) - 46.4%;POST;/api/orders/validate;200;1200;4.75;0.0;0.0014;0.0089
2;5;luiz;21-05-2026 16:45:14;4.0;2304.0;96.4;15.78;0.47;15.31;97.0;18.3;1.74;7.76;82.1;215.56;6.0;31.26;34.2;192;python.exe (PID: 14168) - 46.4%;POST;/api/order-preview;200;2200;4.75;0.0;0.0014;0.0089
2;5;luiz;21-05-2026 16:45:14;4.0;2304.0;96.4;15.78;0.47;15.31;97.0;18.3;1.74;7.76;82.1;215.56;6.0;31.26;34.2;192;python.exe (PID: 14168) - 46.4%;GET;/api/trades/summary;504;3100;4.75;0.0;0.0014;0.0089
2;5;luiz;21-05-2026 16:45:14;4.0;2304.0;96.4;15.78;0.47;15.31;97.0;18.3;1.74;7.76;82.1;215.56;6.0;31.26;34.2;192;python.exe (PID: 14168) - 46.4%;GET;/api/trades;200;2400;4.75;0.0;0.0014;0.0089
2;5;luiz;21-05-2026 16:45:14;4.0;2304.0;96.4;15.78;0.47;15.31;97.0;18.3;1.74;7.76;82.1;215.56;6.0;31.26;34.2;192;python.exe (PID: 14168) - 46.4%;POST;/api/deposits;504;180;4.75;0.0;0.0014;0.0089
2;5;luiz;21-05-2026 16:45:14;4.0;2304.0;96.4;15.78;0.47;15.31;97.0;18.3;1.74;7.76;82.1;215.56;6.0;31.26;34.2;192;python.exe (PID: 14168) - 46.4%;POST;/api/auth/login;504;4000;4.75;0.0;0.0014;0.0089
2;5;luiz;21-05-2026 16:45:14;4.0;2304.0;96.4;15.78;0.47;15.31;97.0;18.3;1.74;7.76;82.1;215.56;6.0;31.26;34.2;192;python.exe (PID: 14168) - 46.4%;POST;/api/deposits;504;180;4.75;0.0;0.0014;0.0089
2;5;luiz;21-05-2026 16:45:14;4.0;2304.0;96.4;15.78;0.47;15.31;97.0;18.3;1.74;7.76;82.1;215.56;6.0;31.26;34.2;192;python.exe (PID: 14168) - 46.4%;POST;/api/b3/orders;502;400;4.75;0.0;0.0014;0.0089
2;5;luiz;21-05-2026 16:45:14;4.0;2304.0;96.4;15.78;0.47;15.31;97.0;18.3;1.74;7.76;82.1;215.56;6.0;31.26;34.2;192;python.exe (PID: 14168) - 46.4%;POST;/api/risk/check;504;700;4.75;0.0;0.0014;0.0089
2;5;luiz;21-05-2026 16:45:14;4.0;2304.0;96.4;15.78;0.47;15.31;97.0;18.3;1.74;7.76;82.1;215.56;6.0;31.26;34.2;192;python.exe (PID: 14168) - 46.4%;POST;/api/auth/2fa/verify;500;900;4.75;0.0;0.0014;0.0089
